Auction ID,APN,Legal Description,Property Address ,City,Zip Code,Minimum Bid,Auction Ends Apr 26th (ET),Full Address,location,point,latitude,longitude,altitude,Size,Hover_info
995273,032-181-02,"T19S R53E S24 U.3 B.10 L.10    CALVADA MEADOWS    20,938.78sf    (.481 ACRES)",2511 E GORGONO DR   ,PAHRUMP,," $ 2,313.00 ",  2:20 PM,"2511 E GORGONO DR   , PAHRUMP","2511 Gorgono Dr, Pahrump, NV 89060, USA","(36.2898315, -115.969223, 0.0)",36.2898315,-115.969223,0.0,.481 ,".481  -- AC, BID:  $ 2,313.00 "
995274,032-181-09,"T19S R53E S24 U.3 B.10 L.17  CALVADA MEADOWS 20,000sf                                     ",2641 E GORGONO DR ,PAHRUMP,89060.0, $ 898.00 ,  2:20 PM,"2641 E GORGONO DR , PAHRUMP, 89060.0","2641 Gorgono Dr, Pahrump, NV 89060, USA","(36.2908772, -115.9672012, 0.0)",36.2908772,-115.9672012,0.0,0,"0 -- AC, BID:  $ 898.00 "
995275,032-181-23,"T19S R53E S24 U.3 B.10 L.31     CALVADA MEADOWS    20,504.61sf   (.471 ACRES)",2530 E CONDOR DR    ,PAHRUMP,," $ 2,153.00 ",  2:20 PM,"2530 E CONDOR DR    , PAHRUMP","2530 Condor Dr, Pahrump, NV 89060, USA","(36.2891654, -115.9691562, 0.0)",36.2891654,-115.9691562,0.0,.471 ,".471  -- AC, BID:  $ 2,153.00 "
995276,032-191-04,"T19S R53E S24 U.3 B.9 L.11   CALVADA MEADOWS 20,000sf                                      ",2401 E LATIGO DR ,PAHRUMP,89060.0, $ 886.00 ,  2:20 PM,"2401 E LATIGO DR , PAHRUMP, 89060.0","2401 Latigo Dr, Pahrump, NV 89060, USA","(36.2908687, -115.9714438, 0.0)",36.2908687,-115.9714438,0.0,0,"0 -- AC, BID:  $ 886.00 "
995277,032-191-24,"T19S R53E S24 U.3 B.9 L.41   CALVADA MEADOWS  20,000sf                                      ",2430 E GORGONO DR ,PAHRUMP,89060.0, $ 880.00 ,  2:20 PM,"2430 E GORGONO DR , PAHRUMP, 89060.0","2430 Gorgono Dr, Pahrump, NV 89060, USA","(36.2903186, -115.9710033, 0.0)",36.2903186,-115.9710033,0.0,0,"0 -- AC, BID:  $ 880.00 "
995278,032-191-26,"T19S R53E S24 U.3 B.9 L.39     CALVADA MEADOWS    20,000sf           (.459 ACRES)",2470 E GORGONO DR   ,PAHRUMP,," $ 1,338.00 ",  2:20 PM,"2470 E GORGONO DR   , PAHRUMP","2470 Gorgono Dr, Pahrump, NV 89060, USA","(36.290318, -115.9703251, 0.0)",36.290318,-115.9703251,0.0,.459 ,".459  -- AC, BID:  $ 1,338.00 "
995279,032-201-08,"T19S R53E S24 U.3 B.16 L.27    CALVADA MEADOWS    20,937.04sf    (.481 ACRES)",2296 E CONDOR DR    ,PAHRUMP,," $ 2,313.00 ",  2:30 PM,"2296 E CONDOR DR    , PAHRUMP","2296 Condor Dr, Pahrump, NV 89060, USA","(36.2887754, -115.9735512, 0.0)",36.2887754,-115.9735512,0.0,.481 ,".481  -- AC, BID:  $ 2,313.00 "
995280,032-203-12,T19S R53E S24 U.3 B.11 L.3   CALVADA MEADOWS   .505AC                 (.505 ACRES)                                   ,2301 E CONDOR DR ,PAHRUMP,," $ 1,307.00 ",  2:30 PM,"2301 E CONDOR DR , PAHRUMP","2301 Condor Dr, Pahrump, NV 89060, USA","(36.2882639, -115.9729356, 0.0)",36.2882639,-115.9729356,0.0,.505,".505 -- AC, BID:  $ 1,307.00 "
995281,032-203-26,"T19S R53E S24 U.3 B.11 L.32   CALVADA MEADOWS    20,000sf          (.459 ACRES)",2500 E MORONGO DR   ,PAHRUMP,," $ 1,708.00 ",  2:30 PM,"2500 E MORONGO DR   , PAHRUMP","Pahrump, NV, USA","(36.2082943, -115.9839147, 0.0)",36.2082943,-115.9839147,0.0,.459 ,".459  -- AC, BID:  $ 1,708.00 "
995282,032-212-09,T19S R53E S24 U.3 B.13 L.9   CALVADA MEADOWS   .539AC                (.539 ACRES)                            ,4501 N ALISO PL ,PAHRUMP,," $ 2,336.00 ",  2:30 PM,"4501 N ALISO PL , PAHRUMP","Pahrump, NV, USA","(36.2082943, -115.9839147, 0.0)",36.2082943,-115.9839147,0.0,.539,".539 -- AC, BID:  $ 2,336.00 "
995283,032-212-10,T19S R53E S24 U.3 B.13 L.10  CALVADA MEADOWS    .450AC              (.450 ACRES)                                  ,4521 N ALISO PL ,PAHRUMP,," $ 1,954.00 ",  2:30 PM,"4521 N ALISO PL , PAHRUMP","Pahrump, NV, USA","(36.2082943, -115.9839147, 0.0)",36.2082943,-115.9839147,0.0,.450,".450 -- AC, BID:  $ 1,954.00 "
995284,032-212-17,T19S R53E S24 U.3 B.13 L.17    CALVADA MEADOWS    .468AC            (.468 ACRES),4540 N BUCK PL   ,PAHRUMP,," $ 1,785.00 ",  2:30 PM,"4540 N BUCK PL   , PAHRUMP","4540 Buck Pl, Pahrump, NV 89060, USA","(36.2865066, -115.9707199, 0.0)",36.2865066,-115.9707199,0.0,.468,".468 -- AC, BID:  $ 1,785.00 "
995285,032-212-24,"T19S R53E S24 U.3 B.13 L.24    CALVADA MEADOWS    20,308.98sf     (.466 ACRES)",2481 E MORONGO DR   ,PAHRUMP,," $ 2,051.00 ",  2:30 PM,"2481 E MORONGO DR   , PAHRUMP","Pahrump, NV, USA","(36.2082943, -115.9839147, 0.0)",36.2082943,-115.9839147,0.0,.466 ,".466  -- AC, BID:  $ 2,051.00 "
995286,032-221-04,"T19S R53E S24 U.3 B.14 L.35     CALVADA MEADOWS    20,000sf          (.459 ACRES)",2141 E CHINOOK PL   ,PAHRUMP,," $ 1,531.00 ",  2:30 PM,"2141 E CHINOOK PL   , PAHRUMP","2141 Chinook Pl, Pahrump, NV 89060, USA","(36.2857131, -115.9759952, 0.0)",36.2857131,-115.9759952,0.0,.459 ,".459  -- AC, BID:  $ 1,531.00 "
995287,032-221-10,T19S R53E S24 U.3 B.14 L.29  CALVADA MEADOWS   .584ac        (.584 ACRES)                                 ,2240 E CHINOOK PL ,PAHRUMP,," $ 1,996.00 ",  2:30 PM,"2240 E CHINOOK PL , PAHRUMP","2240 Chinook Pl, Pahrump, NV 89060, USA","(36.2864437, -115.9743718, 0.0)",36.2864437,-115.9743718,0.0,.584,".584 -- AC, BID:  $ 1,996.00 "
995288,032-221-11,T19S R53E S24 U.3 B.14 L.28  CALVADA MEADOWS   .528AC                (.528 ACRES)                          ,2220 E CHINOOK PL ,PAHRUMP,," $ 1,996.00 ",  2:30 PM,"2220 E CHINOOK PL , PAHRUMP","2220 Chinook Pl, Pahrump, NV 89060, USA","(36.2865291, -115.9746613, 0.0)",36.2865291,-115.9746613,0.0,.528,".528 -- AC, BID:  $ 1,996.00 "
995289,032-221-26,"T19S R53E S24 U.3 B.14 L.13      CALVADA MEADOWS    21,103.09sf  (.484 ACRES)",2151 E CONDOR DR   ,PAHRUMP,," $ 1,531.00 ",  2:30 PM,"2151 E CONDOR DR   , PAHRUMP","2151 Condor Dr, Pahrump, NV 89060, USA","(36.2870226, -115.9759597, 0.0)",36.2870226,-115.9759597,0.0,.484 ,".484  -- AC, BID:  $ 1,531.00 "
995290,032-231-02,T19S R53E S24 U3 B.16 L.10    CALVADA MEADOWS    .459AC              (.459 ACRES),2071 E GORGONO DR   ,PAHRUMP,," $ 2,850.00 ",  2:30 PM,"2071 E GORGONO DR   , PAHRUMP","2071 Gorgono Dr, Pahrump, NV 89060, USA","(36.2883405, -115.9770466, 0.0)",36.2883405,-115.9770466,0.0,.459,".459 -- AC, BID:  $ 2,850.00 "
995291,032-251-18,"T19S R53E S23&24 U.3 B.18 L.18     CALVADA MEADOWS    20,000SF (.459 ACRES)",2081 E BUCKEYE DR   ,PAHRUMP,," $ 2,550.00 ",  2:30 PM,"2081 E BUCKEYE DR   , PAHRUMP","2081 Buckeye Dr, Pahrump, NV 89060, USA","(36.2908664, -115.9770364, 0.0)",36.2908664,-115.9770364,0.0,.459 ,".459  -- AC, BID:  $ 2,550.00 "
995292,032-271-03,"T19S R53E S23&24 U.3 B.16 L.6    CALVADA MEADOWS  20,484.90SF (.470 ACRES)",1991 E GORGONO DR   ,PAHRUMP,," $ 1,729.00 ",  2:30 PM,"1991 E GORGONO DR   , PAHRUMP","1991 Gorgono Dr, Pahrump, NV 89060, USA","(36.2879045, -115.9786746, 0.0)",36.2879045,-115.9786746,0.0,.470 ,".470  -- AC, BID:  $ 1,729.00 "
995293,032-271-04,"T19S R53E S23&24 U.3 B.16 L.5   CALVADA MEADOWS    19,961.91SF (.458 ACRES)",2001 E GORGONO DR   ,PAHRUMP,," $ 2,133.00 ",  2:30 PM,"2001 E GORGONO DR   , PAHRUMP","2001 Gorgono Dr, Pahrump, NV 89060, USA","(36.2880292, -115.9783628, 0.0)",36.2880292,-115.9783628,0.0,.458 ,".458  -- AC, BID:  $ 2,133.00 "
995294,032-281-18,"T19S R53E S23 U.3 B.38 L.29  CALVADA MEADOWS  19,996sf +/-  (.459 ACRES)",1770 E GORGONO DR ,,," $ 1,385.00 ",  2:30 PM,1770 E GORGONO DR ,"1770 Gorgono Dr, Pahrump, NV 89060, USA","(36.2863153, -115.9822204, 0.0)",36.2863153,-115.9822204,0.0,.459 ,".459  -- AC, BID:  $ 1,385.00 "
995295,032-291-25,"T19S R53E S23 U.3 B.35 L.34    CALVADA MEADOWS    20,000SF      (.459 ACRES)",1730 E LATIGO DR   ,PAHRUMP,," $ 2,798.00 ",  2:30 PM,"1730 E LATIGO DR   , PAHRUMP","1730 Latigo Dr, Pahrump, NV 89060, USA","(36.2869916, -115.983652, 0.0)",36.2869916,-115.983652,0.0,.459 ,".459  -- AC, BID:  $ 2,798.00 "
995296,032-331-08,"T19S R53E S23 U.3 B.35 L.2   CALVADA MEADOWS 20,000sf           (.459 ACRES)    ",1491 E PONY DR   ,PAHRUMP,," $ 1,402.00 ",  2:30 PM,"1491 E PONY DR   , PAHRUMP","1491 Pony Dr, Pahrump, NV 89060, USA","(36.2867551, -115.9854971, 0.0)",36.2867551,-115.9854971,0.0,.459 ,".459  -- AC, BID:  $ 1,402.00 "
995297,032-331-14,"T19S R53E S23 U.3 B.35 L.43     CALVADA MEADOWS    20,000SF  .459 ACRES)",1570 E LATIGO DR   ,PAHRUMP,," $ 1,531.00 ",  2:30 PM,"1570 E LATIGO DR   , PAHRUMP","1570 Latigo Dr, Pahrump, NV 89060, USA","(36.2859545, -115.9864002, 0.0)",36.2859545,-115.9864002,0.0,.459 ,".459  -- AC, BID:  $ 1,531.00 "
995298,032-332-07,"T19S R53E S23 U.3 B.38 L.5   CALVADA MEADOWS 20,000sf          (.459 ACRES)    ",1561 E LATIGO DR  ,PAHRUMP,," $ 1,379.00 ",  2:30 PM,"1561 E LATIGO DR  , PAHRUMP","1561 Latigo Dr, Pahrump, NV 89060, USA","(36.2852444, -115.9862828, 0.0)",36.2852444,-115.9862828,0.0,.459 ,".459  -- AC, BID:  $ 1,379.00 "
995299,032-332-16,"T19S R53E S23 U.3 B.38 L.43  CALVADA MEADOWS 20,000sf                                     ",1550 E GORGONO DR ,PAHRUMP,89060.0, $ 886.00 ,  2:30 PM,"1550 E GORGONO DR , PAHRUMP, 89060.0","1550 Gorgono Dr, Pahrump, NV 89060, USA","(36.2846615, -115.9864388, 0.0)",36.2846615,-115.9864388,0.0,0,"0 -- AC, BID:  $ 886.00 "
995300,032-341-05,"T19S R53E S23 U.3 B.34 L.10      CALVADA MEADOWS    20,000SF    (.459 ACRES)",1281 E PONY DR   ,PAHRUMP,," $ 1,708.00 ",  2:30 PM,"1281 E PONY DR   , PAHRUMP","1281 Pony Dr, Pahrump, NV 89060, USA","(36.286406, -115.9915945, 0.0)",36.286406,-115.9915945,0.0,.459 ,".459  -- AC, BID:  $ 1,708.00 "
995301,032-341-07,"T19S R53E S23 U.3 B.34 L.12       CALVADA MEADOWS    20,000SF    (.459 ACRES)",1321 E PONY DR   ,PAHRUMP,," $ 2,333.00 ",  2:30 PM,"1321 E PONY DR   , PAHRUMP","1321 Pony Dr, Pahrump, NV 89060, USA","(36.2864021, -115.9909158, 0.0)",36.2864021,-115.9909158,0.0,.459 ,".459  -- AC, BID:  $ 2,333.00 "
995302,032-341-21,"T19S R53E S23 U.3 B.34 L.26  CALVADA MEADOWS 20,000sf          (.459 ACRES)",1340 E LATIGO DR   ,PAHRUMP,," $ 1,379.00 ",  2:30 PM,"1340 E LATIGO DR   , PAHRUMP","1340 Latigo Dr, Pahrump, NV 89060, USA","(36.28584910000001, -115.9905819, 0.0)",36.28584910000001,-115.9905819,0.0,.459 ,".459  -- AC, BID:  $ 1,379.00 "
995303,032-341-27,"T19S R53E S23 U.3 B.34 L.32  CALVADA MEADOWS 20,000sf         (.459 ACRES)       ",1230 E LATIGO DR  ,PAHRUMP,," $ 1,408.00 ",  2:40 PM,"1230 E LATIGO DR  , PAHRUMP","1230 Latigo Dr, Pahrump, NV 89060, USA","(36.2858604, -115.9926173, 0.0)",36.2858604,-115.9926173,0.0,.459 ,".459  -- AC, BID:  $ 1,408.00 "
995304,032-352-06,"T19S R53E S23 U.3 B.33 L.10  CALVADA MEADOWS  20,000sf          (0.459 ACRES)                           ",1281 E ROCKINGHORSE DR ,,," $ 2,178.00 ",  2:40 PM,1281 E ROCKINGHORSE DR ,"1281 Rockinghorse Dr, Pahrump, NV 89060, USA","(36.2876707, -115.9915596, 0.0)",36.2876707,-115.9915596,0.0,0.459 ,"0.459  -- AC, BID:  $ 2,178.00 "
995306,032-352-18,"T19S R53E S23 U.3 B.33 L.22   CALVADA MEADOWS    20,000SF        (.459 ACRES)",1260 E PONY DR   ,PAHRUMP,," $ 2,143.00 ",  2:40 PM,"1260 E PONY DR   , PAHRUMP","1260 Pony Dr, Pahrump, NV 89060, USA","(36.2871235, -115.9919047, 0.0)",36.2871235,-115.9919047,0.0,.459 ,".459  -- AC, BID:  $ 2,143.00 "
995307,032-354-13,"T19S R53E S23 U.3 B.31 L.5   CALVADA MEADOWS    20,000SF       (.459 ACRES)",1441 E SADDLEBACK DR   ,PAHRUMP,," $ 2,056.00 ",  2:40 PM,"1441 E SADDLEBACK DR   , PAHRUMP","1441 Saddleback Dr, Pahrump, NV 89060, USA","(36.2889169, -115.9887586, 0.0)",36.2889169,-115.9887586,0.0,.459 ,".459  -- AC, BID:  $ 2,056.00 "
995308,032-361-22,"T19S R53E S23 U.3 B.29 L.38  CALVADA MEADOWS  20,000sf             (.459 ACRES)                              ",1270 E SADDLEBACK DR ,PAHRUMP,," $ 2,781.00 ",  2:40 PM,"1270 E SADDLEBACK DR , PAHRUMP","1270 Saddleback Dr, Pahrump, NV 89060, USA","(36.2896491, -115.9919131, 0.0)",36.2896491,-115.9919131,0.0,.459 ,".459  -- AC, BID:  $ 2,781.00 "
995309,032-361-25,"T19S R53E    S23 U.3 B.29 L.35  CALVADA MEADOWS  20,000sf      (.459 ACRES)                                    ",1320 E SADDLEBACK DR ,PAHRUMP,," $ 3,015.00 ",  2:40 PM,"1320 E SADDLEBACK DR , PAHRUMP","1320 Saddleback Dr, Pahrump, NV 89060, USA","(36.2896431, -115.9908935, 0.0)",36.2896431,-115.9908935,0.0,.459 ,".459  -- AC, BID:  $ 3,015.00 "
995310,032-373-19,T19S R53E S23 U.3 B.30 L.7     CALVADA MEADOWS   .438AC      (.438 ACRES),1151 E SADDLEBACK DR   ,PAHRUMP,," $ 2,053.00 ",  2:40 PM,"1151 E SADDLEBACK DR   , PAHRUMP","1151 Saddleback Dr, Pahrump, NV 89060, USA","(36.2889275, -115.9937832, 0.0)",36.2889275,-115.9937832,0.0,.438,".438 -- AC, BID:  $ 2,053.00 "
995311,032-421-04,"T19S R53E S23 U.3 B.44 L.7  CALVADA MEADOWS  20,000sf          (.459 ACRES)                                ",4410 N BIG ROCK AVE ,PAHRUMP,," $ 3,311.00 ",  2:40 PM,"4410 N BIG ROCK AVE , PAHRUMP","4410 Bigrock Ave, Pahrump, NV 89060, USA","(36.2844208, -115.9809371, 0.0)",36.2844208,-115.9809371,0.0,.459 ,".459  -- AC, BID:  $ 3,311.00 "
995312,032-451-17,"T19S R53E    S24 U.3 B.15 L.15  CALVADA MEADOWS    20,0000sf      (.459 ACRES)",4330 N SUNBURST AVE   ,PAHRUMP,," $ 2,298.00 ",  2:40 PM,"4330 N SUNBURST AVE   , PAHRUMP","4330 Sunburst Ave, Pahrump, NV 89060, USA","(36.2832224, -115.977656, 0.0)",36.2832224,-115.977656,0.0,.459 ,".459  -- AC, BID:  $ 2,298.00 "
995313,032-461-20,"T19S R53E S23 U.3 B.45 L.31    CALVADA MEADOWS    20,0000sf      (.459 ACRES)",4371 N BIG ROCK AVE   ,PAHRUMP,," $ 2,535.00 ",  2:40 PM,"4371 N BIG ROCK AVE   , PAHRUMP","4371 Bigrock Ave, Pahrump, NV 89060, USA","(36.2839147, -115.9800044, 0.0)",36.2839147,-115.9800044,0.0,.459 ,".459  -- AC, BID:  $ 2,535.00 "
995314,032-471-08,"T19S R53E S23 U.3 B.43 L.15  CALVADA MEADOWS 21,593.39sf +/-                               ",4190 N BOBCAT AVE ,PAHRUMP,89060.0, $ 698.00 ,  2:40 PM,"4190 N BOBCAT AVE , PAHRUMP, 89060.0","4190 Bobcat Ave, Pahrump, NV 89060, USA","(36.2813476, -115.9825512, 0.0)",36.2813476,-115.9825512,0.0,0,"0 -- AC, BID:  $ 698.00 "
995315,032-481-18,T19S R53E S23 U.3 B.42 L.35   CALVADA MEADOWS    .567AC          (.567 ACRES),1450 E SQUIRES ST   ,PAHRUMP,," $ 2,298.00 ",  2:40 PM,"1450 E SQUIRES ST   , PAHRUMP","1450 Squires St, Pahrump, NV 89060, USA","(36.28166780000001, -115.9886461, 0.0)",36.28166780000001,-115.9886461,0.0,.567,".567 -- AC, BID:  $ 2,298.00 "
995316,032-491-26,"T19S R53E S23 U.3 B.40 L.31  CALVADA MEADOWS  20,000sf                                      ",4271 N HORIZON AVE ,PAHRUMP,89060.0, $ 879.00 ,  2:40 PM,"4271 N HORIZON AVE , PAHRUMP, 89060.0","4271 Horizon Ave, Pahrump, NV 89060, USA","(36.2824422, -115.9926095, 0.0)",36.2824422,-115.9926095,0.0,0,"0 -- AC, BID:  $ 879.00 "
995317,032-541-13,"T19S R53E S23 U.3 B.46 L.22   CALVADA MEADOWS      20,0000sf    (.459 ACRES)",1820 E BAYBERRY ST   ,PAHRUMP,," $ 2,298.00 ",  2:40 PM,"1820 E BAYBERRY ST   , PAHRUMP","1820 Bayberry St, Pahrump, NV 89060, USA","(36.280206, -115.9823363, 0.0)",36.280206,-115.9823363,0.0,.459 ,".459  -- AC, BID:  $ 2,298.00 "
995318,032-542-12,"T19S R53E S23 U.3 B.47 L.21   CALVADA MEADOWS    20,0002.51sf   (.459 ACRES)",4110 N BIG ROCK AVE   ,PAHRUMP,," $ 2,053.00 ",  2:40 PM,"4110 N BIG ROCK AVE   , PAHRUMP","4110 Bigrock Ave, Pahrump, NV 89060, USA","(36.2802455, -115.9801456, 0.0)",36.2802455,-115.9801456,0.0,.459 ,".459  -- AC, BID:  $ 2,053.00 "
995319,032-551-06,"T19S R53E S24 U.3 B.15 L.26  CALVADA MEADOWS  21,637.58sf +/-                               ",2080 E OUTPOST PL ,PAHRUMP,89060.0, $ 880.00 ,  2:40 PM,"2080 E OUTPOST PL , PAHRUMP, 89060.0","2080 Outpost Pl, Pahrump, NV 89060, USA","(36.280103, -115.9776745, 0.0)",36.280103,-115.9776745,0.0,0,"0 -- AC, BID:  $ 880.00 "
995320,032-552-04,"T19S R53E S24 U.3 B.48 L.20  CALVADA MEADOWS  20,000sf                                      ",2181 E KODIAK PL ,PAHRUMP,89060.0, $ 898.00 ,  2:40 PM,"2181 E KODIAK PL , PAHRUMP, 89060.0","2181 Kodiak Pl, Pahrump, NV 89060, USA","(36.2806456, -115.975642, 0.0)",36.2806456,-115.975642,0.0,0,"0 -- AC, BID:  $ 898.00 "
995321,033-061-25,"19S R53E S26 U.2 B.16 L.55   CALVADA MEADOWS  20,000sf                                      ",1180 E AIRPLANE PL ,PAHRUMP,89060.0, $ 880.00 ,  2:40 PM,"1180 E AIRPLANE PL , PAHRUMP, 89060.0","1180 Airplane Pl, Pahrump, NV 89060, USA","(36.27534240000001, -115.9937538, 0.0)",36.27534240000001,-115.9937538,0.0,0,"0 -- AC, BID:  $ 880.00 "
995322,033-072-11,"T19S R53E S26 U.2 B.21 L.6 CALVADA MEADOWS     23,385.29sf     (.537 ACRES)",3830 N ARENA AVE   ,PAHRUMP,," $ 2,376.00 ",  2:40 PM,"3830 N ARENA AVE   , PAHRUMP","3830 Arena Ave, Pahrump, NV 89060, USA","(36.2761092, -115.9892024, 0.0)",36.2761092,-115.9892024,0.0,.537 ,".537  -- AC, BID:  $ 2,376.00 "
995323,033-082-07,T19S R53E S26 U.2 B.22 L.6    CALVADA MEADOWS  .475AC            (.475 ACRES)                                  ,3661 N ARABY AVE ,PAHRUMP,," $ 2,086.00 ",  2:40 PM,"3661 N ARABY AVE , PAHRUMP","3661 Araby Ave, Pahrump, NV 89060, USA","(36.2733976, -115.9890637, 0.0)",36.2733976,-115.9890637,0.0,.475,".475 -- AC, BID:  $ 2,086.00 "
995324,033-123-07,"T19S R53E S27 U.2 B.10 L.38   CALVADA MEADOWS     20,000sf          (.459 ACRES)",681 N JUNIPER AVE   ,PAHRUMP,," $ 2,497.00 ",  2:40 PM,"681 N JUNIPER AVE   , PAHRUMP","681 N Monument Ave, Pahrump, NV 89060, USA","(36.2735648, -116.0058378, 0.0)",36.2735648,-116.0058378,0.0,.459 ,".459  -- AC, BID:  $ 2,497.00 "
995325,033-222-08,T19S R53E S26 U.2 B.24 L.12     CALVADA MEADOWS     .473AC    (.473 ACRES),1660 E LICK ST   ,PAHRUMP,," $ 2,127.00 ",  2:40 PM,"1660 E LICK ST   , PAHRUMP","1660 Lick St, Pahrump, NV 89060, USA","(36.27084869999999, -115.9845907, 0.0)",36.27084869999999,-115.9845907,0.0,.473,".473 -- AC, BID:  $ 2,127.00 "
995326,033-222-18,"T19S R53E S26 U.2 B.24 L.2   CALVADA MEADOWS   22,084.28SF +/-                             ",1460 E LICK ST ,PAHRUMP,89060.0, $ 880.00 ,  2:40 PM,"1460 E LICK ST , PAHRUMP, 89060.0","1460 Lick St, Pahrump, NV 89060, USA","(36.2707435, -115.9881156, 0.0)",36.2707435,-115.9881156,0.0,0,"0 -- AC, BID:  $ 880.00 "
995327,033-271-01,"T19S R53E S27 U.2 B.11 L.38  CALVADA MEADOWS   20,000SF    (.459 ACRES)                               ",530 E DEERLICK PL ,PAHRUMP,," $ 4,417.00 ",  2:50 PM,"530 E DEERLICK PL , PAHRUMP","530 Deerlick Pl, Pahrump, NV 89060, USA","(36.2697279, -116.0045177, 0.0)",36.2697279,-116.0045177,0.0,.459 ,".459  -- AC, BID:  $ 4,417.00 "
995328,033-281-11,"T19S R53E S27 U.2 B.10 L.15  CALVADA MEADOWS   20,000SF        (.459 ACRES)                                   ",420 N MONUMENT AVE ,PAHRUMP,," $ 3,039.00 ",  2:50 PM,"420 N MONUMENT AVE , PAHRUMP","420 N Monument Ave, Pahrump, NV 89060, USA","(36.2700241, -116.0067949, 0.0)",36.2700241,-116.0067949,0.0,.459 ,".459  -- AC, BID:  $ 3,039.00 "
995329,033-331-01,"T19S R53E S27 U.2 B.7 L.11  CALVADA MEADOWS  19,442SF +/-                                 ",221 E BUTTE ST   ,PAHRUMP,," $ 1,536.00 ",  2:50 PM,"221 E BUTTE ST   , PAHRUMP","221 Butte St, Pahrump, NV 89060, USA","(36.267213, -116.0097242, 0.0)",36.267213,-116.0097242,0.0,0,"0 -- AC, BID:  $ 1,536.00 "
995330,033-392-09,"T19S R53E S26 U.2 B.24 L.28  CALVADA MEADOWS  20,000SF                                      ",3221 N CALICO AVE ,PAHRUMP,89060.0, $ 886.00 ,  2:50 PM,"3221 N CALICO AVE , PAHRUMP, 89060.0","3221 Calico Ave, Pahrump, NV 89060, USA","(36.2667569, -115.9838623, 0.0)",36.2667569,-115.9838623,0.0,0,"0 -- AC, BID:  $ 886.00 "
995331,033-412-01,"T19S R53E S26 U.2 B.16 L.234 CALVADA MEADOWS  20,000SF                                      ",1400 E BELL VISTA AVE ,PAHRUMP,89060.0, $ 880.00 ,  2:50 PM,"1400 E BELL VISTA AVE , PAHRUMP, 89060.0","1400 W Bell Vista Ave, Pahrump, NV 89060, USA","(36.2642027, -116.0398486, 0.0)",36.2642027,-116.0398486,0.0,0,"0 -- AC, BID:  $ 880.00 "
995332,033-472-01,"T19S R53E S27 U.2 B.12 L.28    CALVADA MEADOWS    20,000SF     (.459 ACRES)",3200 N CHESTNUT PL    ,PAHRUMP,," $ 1,570.00 ",  2:50 PM,"3200 N CHESTNUT PL    , PAHRUMP","3200 Chestnut Pl, Pahrump, NV 89060, USA","(36.2667178, -116.0064312, 0.0)",36.2667178,-116.0064312,0.0,.459 ,".459  -- AC, BID:  $ 1,570.00 "
995333,033-491-01,"T19S R53E S27 U.2 B.8 L.29   CALVADA MEADOWS  20,000SF                                      ",20 E CITATION ST ,PAHRUMP,89060.0, $ 886.00 ,  2:50 PM,"20 E CITATION ST , PAHRUMP, 89060.0","Citation St, Pahrump, NV 89060, USA","(36.2650187, -115.9856554, 0.0)",36.2650187,-115.9856554,0.0,0,"0 -- AC, BID:  $ 886.00 "
995334,033-492-03,"T19S R53E S27 U.2 B.9 L.8    CALVADA MEADOWS  20,000SF                                      ",161 E CITATION ST ,PAHRUMP,89060.0, $ 880.00 ,  2:50 PM,"161 E CITATION ST , PAHRUMP, 89060.0","Citation St, Pahrump, NV 89060, USA","(36.2650187, -115.9856554, 0.0)",36.2650187,-115.9856554,0.0,0,"0 -- AC, BID:  $ 880.00 "
995335,033-501-18,"T19S R53E S28 U.1 B.10 L.11  CALVADA MEADOWS   20,000SF                                       ",401 W GRANITE ST ,PAHRUMP,89060.0, $ 697.00 ,  2:50 PM,"401 W GRANITE ST , PAHRUMP, 89060.0","401 Granite St, Pahrump, NV 89060, USA","(36.2665028, -116.0220395, 0.0)",36.2665028,-116.0220395,0.0,0,"0 -- AC, BID:  $ 697.00 "
995336,033-522-02,"T19S R53E S34 U.1 B.13 L.16  CALVADA MEADOWS  20,000SF                                     ",401 E MARIE ST ,PAHRUMP,89060.0, $ 891.00 ,  2:50 PM,"401 E MARIE ST , PAHRUMP, 89060.0","401 E Marie St, Pahrump, NV 89060, USA","(36.261005, -116.0076973, 0.0)",36.261005,-116.0076973,0.0,0,"0 -- AC, BID:  $ 891.00 "
995337,033-531-06,"T19S R53E S34 U.1 B.13 L.25  CALVADA MEADOWS 20,000SF                                     ",340 E BONITA AVE ,PAHRUMP,89060.0, $ 880.00 ,  2:50 PM,"340 E BONITA AVE , PAHRUMP, 89060.0","340 E Bonita Ave, Pahrump, NV 89060, USA","(36.2604606, -116.0087221, 0.0)",36.2604606,-116.0087221,0.0,0,"0 -- AC, BID:  $ 880.00 "
995338,033-641-01,"T19S R53E S33 U.1 B.6 L.23  CALVADA MEADOWS 23,200.34SF +/-                             ",2861 N DECATUR AVE ,PAHRUMP,89060.0, $ 880.00 ,  2:50 PM,"2861 N DECATUR AVE , PAHRUMP, 89060.0","2861 Decatur Ave, Pahrump, NV 89060, USA","(36.2614058, -116.0269228, 0.0)",36.2614058,-116.0269228,0.0,0,"0 -- AC, BID:  $ 880.00 "
